what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.0.v20080512-1200,org.eclipse.gmf.codegen.ui,1228823935998
stopped,bundle,org.eclipse.birt.chart.reportitem.ui,2.3.0.v20080610,org.eclipse.birt.chart.reportitem.ui,1228823935999
stopped,bundle,org.eclipse.birt.report.item.crosstab.ui,2.3.0.v20080606,org.eclipse.birt.report.item.crosstab.ui,1228823936000
stopped,bundle,org.eclipse.birt.report.debug.ui,2.3.0.v200806102,org.eclipse.birt.report.debug.ui,1228823936001
stopped,bundle,org.eclipse.birt.report.designer.ui.ide,2.3.0.v20080606,org.eclipse.birt.report.designer.ui.ide,1228823936002
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080603,org.eclipse.pde.api.tools.ui,1228823936003
stopped,bundle,org.eclipse.tptp.platform.integration.pde,4.4.1.v200805120832,org.eclipse.tptp.platform.integration.pde,1228823936003
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,1.0.0.v20080611-1330,org.eclipse.m2m.qvt.oml.ui,1228823936004
stopped,bundle,org.eclipse.tptp.test.samples,4.2.100.v200805310100,org.eclipse.tptp.test.samples,1228823936004
stopped,bundle,org.eclipse.hyades.test.tools.ui,4.5.0.v200805091741,org.eclipse.hyades.test.tools.ui,1228823936005
stopped,bundle,org.eclipse.hyades.test.ui.extensions,4.4.0.v200804190100,org.eclipse.hyades.test.ui.extensions,1228823936006
stopped,bundle,org.eclipse.tptp.test.recorders.url,4.5.0.v200805120832,org.eclipse.tptp.test.recorders.url,1228823936006
stopped,bundle,org.eclipse.hyades.test.ui,4.2.500.v200806131133,org.eclipse.hyades.test.ui,1228823936008
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1228823936008
stopped,bundle,org.eclipse.uml2.diagram.clazz.search,0.7.0.v200806130939,org.eclipse.uml2.diagram.clazz.search,1228823936008
stopped,bundle,org.eclipse.uml2.search.common.ui,0.7.0.v200806130939,org.eclipse.uml2.search.common.ui,1228823936009
stopped,bundle,org.eclipse.emf.search.codegen,0.7.0.v200806130939,org.eclipse.emf.search.codegen,1228823936009
stopped,bundle,org.eclipse.emf.ecoretools.diagram.search,0.7.0.v200806130939,org.eclipse.emf.ecoretools.diagram.search,1228823936009
stopped,bundle,org.eclipse.emf.search.common.ui,0.7.0.v200806130939,org.eclipse.emf.search.common.ui,1228823936011
stopped,bundle,org.eclipse.uml2.search.ocl.ui,0.7.0.v200806130939,org.eclipse.uml2.search.ocl.ui,1228823936011
stopped,bundle,org.eclipse.emf.search.ecore.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl.ui,1228823936012
stopped,bundle,org.eclipse.uml2.search.ocl,0.7.0.v200806130939,org.eclipse.uml2.search.ocl,1228823936012
stopped,bundle,org.eclipse.emf.search.ecore.ocl,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl,1228823936012
stopped,bundle,org.eclipse.emf.search.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ocl.ui,1228823936012
stopped,bundle,org.eclipse.emf.search.ocl,0.7.0.v200806130939,org.eclipse.emf.search.ocl,1228823936012
