what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.gmf.bridge,1.1.0.v20080528-1052,org.eclipse.gmf.bridge,1228823936102
stopped,bundle,org.eclipse.gmf.map.edit,2.1.0.v20080610-1132,org.eclipse.gmf.map.edit,1228823936103
stopped,bundle,org.eclipse.gmf.map,2.1.0.v20080521,org.eclipse.gmf.map,1228823936104
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.0.100.v20080528-1052,org.eclipse.gmf.graphdef.codegen,1228823936104
stopped,bundle,org.eclipse.gmf.codegen.edit,2.1.0.v20080610-1132,org.eclipse.gmf.codegen.edit,1228823936107
stopped,bundle,org.eclipse.gmf.codegen,2.1.0.v20080610-1132,org.eclipse.gmf.codegen,1228823936107
stopped,bundle,org.eclipse.gmf.tooldef.edit,2.0.0.v20080610-1132,org.eclipse.gmf.tooldef.edit,1228823936109
stopped,bundle,org.eclipse.gmf.tooldef,2.0.0.v20080417-1610,org.eclipse.gmf.tooldef,1228823936109
stopped,bundle,org.eclipse.gmf.graphdef.edit,2.0.100.v20080610-1132,org.eclipse.gmf.graphdef.edit,1228823936111
stopped,bundle,org.eclipse.gmf.common,1.1.1.v20080610-1132,org.eclipse.gmf.common,1228823936111
stopped,bundle,org.eclipse.emf.mint.ui,0.7.0.v200806172223,org.eclipse.emf.mint.ui,1228823936112
stopped,bundle,org.eclipse.wst.xsl.debug.ui,0.5.0.v20080615,org.eclipse.wst.xsl.debug.ui,1228823936112
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.0.100.v200805140145,org.eclipse.jst.server.preview.adapter,1228823936113
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui,1228823936115
stopped,bundle,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui,1228823936159
stopped,bundle,org.eclipse.rse.remotecdt,2.1.0.v20080602,org.eclipse.rse.remotecdt,1228823936159
stopped,bundle,org.eclipse.cdt.debug.mi.ui,5.0.0.200806171202,org.eclipse.cdt.debug.mi.ui,1228823936160
stopped,bundle,org.eclipse.cdt.launch,5.0.0.200806171202,org.eclipse.cdt.launch,1228823936161
stopped,bundle,org.eclipse.dd.gdb.launch,1.0.0.v20080609,org.eclipse.dd.gdb.launch,1228823936161
stopped,bundle,org.eclipse.dd.gdb.ui,1.0.0.v20080609,org.eclipse.dd.gdb.ui,1228823936162
stopped,bundle,org.eclipse.dd.dsf.debug.ui,1.0.0.v20080609,org.eclipse.dd.dsf.debug.ui,1228823936162
stopped,bundle,org.eclipse.cdt.debug.ui,5.0.0.200806171202,org.eclipse.cdt.debug.ui,1228823936163
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.0.200806171202,org.eclipse.cdt.managedbuilder.ui,1228823936164
stopped,bundle,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.ui,1228823936164
stopped,bundle,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui,1228823936221
