what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.birt.chart.reportitem.ui,2.3.0.v20080610,org.eclipse.birt.chart.reportitem.ui,1228824044661
stopped,bundle,org.eclipse.birt.report.item.crosstab.ui,2.3.0.v20080606,org.eclipse.birt.report.item.crosstab.ui,1228824044662
stopped,bundle,org.eclipse.birt.report.debug.ui,2.3.0.v200806102,org.eclipse.birt.report.debug.ui,1228824044665
stopped,bundle,org.eclipse.birt.report.designer.ui.ide,2.3.0.v20080606,org.eclipse.birt.report.designer.ui.ide,1228824044666
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080603,org.eclipse.pde.api.tools.ui,1228824044667
stopped,bundle,org.eclipse.tptp.platform.integration.pde,4.4.1.v200805120832,org.eclipse.tptp.platform.integration.pde,1228824044667
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,1.0.0.v20080611-1330,org.eclipse.m2m.qvt.oml.ui,1228824044668
stopped,bundle,org.eclipse.tptp.test.samples,4.2.100.v200805310100,org.eclipse.tptp.test.samples,1228824044668
stopped,bundle,org.eclipse.hyades.test.tools.ui,4.5.0.v200805091741,org.eclipse.hyades.test.tools.ui,1228824044669
stopped,bundle,org.eclipse.hyades.test.ui.extensions,4.4.0.v200804190100,org.eclipse.hyades.test.ui.extensions,1228824044670
stopped,bundle,org.eclipse.tptp.test.recorders.url,4.5.0.v200805120832,org.eclipse.tptp.test.recorders.url,1228824044670
stopped,bundle,org.eclipse.hyades.test.ui,4.2.500.v200806131133,org.eclipse.hyades.test.ui,1228824044672
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080530,org.eclipse.pde.ui,1228824044672
stopped,bundle,org.eclipse.uml2.diagram.clazz.search,0.7.0.v200806130939,org.eclipse.uml2.diagram.clazz.search,1228824044672
stopped,bundle,org.eclipse.uml2.search.common.ui,0.7.0.v200806130939,org.eclipse.uml2.search.common.ui,1228824044673
stopped,bundle,org.eclipse.emf.search.codegen,0.7.0.v200806130939,org.eclipse.emf.search.codegen,1228824044673
stopped,bundle,org.eclipse.emf.ecoretools.diagram.search,0.7.0.v200806130939,org.eclipse.emf.ecoretools.diagram.search,1228824044673
stopped,bundle,org.eclipse.emf.search.common.ui,0.7.0.v200806130939,org.eclipse.emf.search.common.ui,1228824044674
stopped,bundle,org.eclipse.uml2.search.ocl.ui,0.7.0.v200806130939,org.eclipse.uml2.search.ocl.ui,1228824044675
stopped,bundle,org.eclipse.emf.search.ecore.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl.ui,1228824044675
stopped,bundle,org.eclipse.uml2.search.ocl,0.7.0.v200806130939,org.eclipse.uml2.search.ocl,1228824044675
stopped,bundle,org.eclipse.emf.search.ecore.ocl,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl,1228824044676
stopped,bundle,org.eclipse.emf.search.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ocl.ui,1228824044676
stopped,bundle,org.eclipse.emf.search.ocl,0.7.0.v200806130939,org.eclipse.emf.search.ocl,1228824044676
stopped,bundle,org.eclipse.emf.search.genmodel.ui,0.7.0.v200806130939,org.eclipse.emf.search.genmodel.ui,1228824044677
